0.0339152,-0.0848323,0.0401654
0.0677236,-0.0883602,0.0722953
0.055974,0.0312357,-0.0055208
0.0305338,0.068865,0.0504013
-0.00399487,-0.0565477,-0.0148961
-0.0088107,0.0884884,-0.0515061
-0.0294473,-0.0173376,-0.0218604
0.0992798,0.0397076,0.00507523
-0.0441939,-0.0242409,0.0264809
0.0355144,0.0733512,-0.0112033
0.0493271,0.0605579,0.0252724
0.0109714,0.0241859,-0.00857265
0.00672933,0.0756279,-0.0575976
0.0412702,-0.0117161,0.0958312
0.0534654,-0.0748589,-0.076043
0.0958373,0.0753838,-0.0810846
-0.0285318,-0.0812922,0.074688
-0.077929,-0.0638173,0.0296426
0.0609424,0.0862484,-0.0865474
-0.0553697,0.0647572,0.0419416
-0.0229774,0.0677786,-0.096234
0.0395856,0.0758171,-0.0172887
0.0415326,-0.0216895,0.0591845
-0.0163244,-0.0428816,-0.0652028
0.0296793,0.0476913,0.0237953
-0.021482,0.0967895,-0.0450667
0.0317972,0.0353984,0.0277322
0.0498276,0.0856502,0.0667287
-0.0099643,0.0204382,-0.0824274
-0.0783746,0.0945799,-0.0713736
-0.0899045,-0.0338481,0.0618763
-0.0345134,0.0268654,-0.0231178
-0.052031,0.0601062,-0.0684194
0.0247169,0.0455306,0.0435286
-0.0283975,0.0288614,-0.0444563
-0.0863887,0.0756768,0.0493393
-0.00232856,0.027897,0.050969
-0.00835291,0.0818354,-0.028196
-0.0967406,-0.0936094,0.0288614
0.0127049,-0.0796869,0.0880978
0.0126194,0.0471175,0.0745537
0.0493026,-0.0334574,0.0930418
-0.0411725,-0.0187597,-0.0968993
0.0918088,-0.0825983,0.0920713
0.0205847,-0.0218116,-0.0101718
-0.0773614,-0.0314188,0.0692312
-0.0661428,0.0105014,0.0757317
0.0655141,-0.0330912,0.0301065
-0.0213538,0.093646,-0.052031
0.0096469,-0.0622852,0.0198096
-0.0593066,0.000881988,0.0953612
-0.0910337,-0.0128391,0.0159642
-0.0518174,-0.0468856,0.0388043
-0.0436445,-0.0204138,0.0966369
-0.0165197,0.0837092,-0.0632069
0.0328532,-0.0101535,0.0833308
0.0698477,0.0783502,0.0658498
0.0318644,-0.0693228,0.0589648
-0.0668447,-0.0101108,-0.0239967
0.0584033,-0.0449873,-0.0391888
-0.061388,0.028196,-0.0787225
-0.0967101,0.0333476,0.048497
-0.0975341,-0.0750298,-0.0348613
-0.00759605,-0.093939,0.0469405
-0.0212561,0.073632,-0.0390484
0.0108371,0.0108005,-0.0356548
0.0209449,0.0441084,0.0074984
